s,z_orig,r_orig,z_smooth,r_smooth,dr_orig,dz_orig,dr_smooth,dz_smooth,curvature_orig,curvature_smooth
288.548715,195.261101,250.496017,195.268573,250.429173,0.107584,0.994191,0.109605,0.993527,0.00660464,0.00628644
289.515879,196.222979,250.596996,196.229794,250.532368,0.101319,0.994849,0.103902,0.994168,0.00641847,0.00559246
290.482431,197.184856,250.691942,197.191035,250.629732,0.095236,0.995450,0.097080,0.994885,0.00622756,0.00861169
291.448426,198.146733,250.781047,198.152429,250.720096,0.089339,0.995997,0.090609,0.995520,0.00603262,0.00486216
292.413917,199.108611,250.864502,199.113813,250.805207,0.083631,0.996493,0.085577,0.995981,0.00583260,0.00561239
293.378952,200.070488,250.942502,200.075197,250.885222,0.078118,0.996940,0.080287,0.996444,0.00562901,0.00539961
294.343576,201.032365,251.015245,201.036589,250.960301,0.072802,0.997343,0.075515,0.996842,0.00542305,0.00453428
295.307832,201.994243,251.082930,201.997997,251.030599,0.067686,0.997704,0.069859,0.997279,0.00521414,0.00723866
296.271759,202.956120,251.145757,202.959511,251.095046,0.062772,0.998025,0.064334,0.997674,0.00500300,0.00426026
297.235394,203.917997,251.203928,203.921037,251.155021,0.058061,0.998310,0.060094,0.997953,0.00479046,0.00456304
298.198770,204.879875,251.257643,204.882573,251.210829,0.053556,0.998562,0.055791,0.998221,0.00457703,0.00439121
299.161918,205.841752,251.307105,205.844123,251.262627,0.049256,0.998784,0.051868,0.998452,0.00436347,0.00377404
300.124867,206.803630,251.352516,206.805692,251.310573,0.045162,0.998978,0.047451,0.998692,0.00415020,0.00541525
301.087641,207.765507,251.394075,207.767321,251.354010,0.041272,0.999146,0.043047,0.998911,0.00393751,0.00374933
302.050265,208.727384,251.431982,208.728974,251.393757,0.037587,0.999292,0.039580,0.999067,0.00372593,0.00346318
303.012759,209.689262,251.466435,209.690638,251.430259,0.034104,0.999417,0.036280,0.999207,0.00351591,0.00340251
303.975143,210.651139,251.497630,210.652318,251.463669,0.030823,0.999524,0.033224,0.999327,0.00330867,0.00295376
304.937431,211.613016,251.525760,211.614014,251.494138,0.027739,0.999614,0.029958,0.999445,0.00310451,0.00384062
305.899640,212.574894,251.551014,212.575744,251.521310,0.024851,0.999690,0.026651,0.999553,0.00290291,0.00303796
306.861782,213.536771,251.573582,213.537495,251.545635,0.022155,0.999754,0.024004,0.999629,0.00270524,0.00246672
307.823869,214.498648,251.593646,214.499256,251.567589,0.019647,0.999806,0.021634,0.999693,0.00251224,0.00246397
308.785909,215.460526,251.611384,215.461029,251.587310,0.017322,0.999849,0.019416,0.999748,0.00232338,0.00214814
309.747913,216.422403,251.626974,216.422814,251.604936,0.015177,0.999884,0.017166,0.999798,0.00213977,0.00253103
310.709887,217.384280,251.640585,217.384616,251.620323,0.013206,0.999912,0.014869,0.999844,0.00196194,0.00224675
311.671836,218.346158,251.652381,218.346433,251.633685,0.011403,0.999935,0.013014,0.999876,0.00178935,0.00160971
312.633767,219.308035,251.662522,219.308256,251.645456,0.009763,0.999952,0.011457,0.999901,0.00162278,0.00163013
313.595683,220.269912,251.671164,220.270087,251.655755,0.008281,0.999965,0.009992,0.999922,0.00146337,0.00141518
314.557588,221.231790,251.678454,221.231926,251.664698,0.006948,0.999976,0.008588,0.999940,0.00131109,0.00150437
315.519485,222.193667,251.684531,222.193772,251.672268,0.005759,0.999983,0.007156,0.999956,0.00116521,0.00147409
316.481375,223.155544,251.689532,223.155626,251.678554,0.004707,0.999989,0.006003,0.999967,0.00102648,0.00092276
317.443261,224.117422,251.693586,224.117484,251.683898,0.003784,0.999993,0.005105,0.999974,0.00089591,0.00094454
318.405144,225.079299,251.696812,225.079345,251.688394,0.002983,0.999995,0.004264,0.999981,0.00077264,0.00080381
319.367025,226.041176,251.699325,226.041210,251.692130,0.002298,0.999997,0.003510,0.999986,0.00065722,0.00076402
320.328904,227.003054,251.701232,227.003078,251.695146,0.001719,0.999998,0.002756,0.999990,0.00055001,0.00080471
