z,u,v,Phi,kappa_n,iters,flag,pred_type
675.817167205925,0.0,0.0,0.0,-0.0017641479533814664,0,0,
678.4570780153231,0.0,0.0,0.0,-0.0017641509446197703,0,0,
681.0969888247213,0.0,0.0,0.0,-0.0017641544900280181,0,0,
683.7368996341194,0.0,0.0,0.0,-0.001764158611751959,0,0,
686.3768104435176,0.0,0.0,0.0,-0.0017641633161139608,0,0,
689.0167212529157,0.0,0.0,0.0,-0.0017641685874487233,0,0,
691.6566320623139,0.0,0.0,0.0,-0.0017641744035408885,0,0,
694.296542871712,0.0,0.0,0.0,-0.0017641807935354806,0,0,
696.9364536811102,0.0,0.0,0.0,-0.0017641875769330037,0,0,
699.5763644905082,0.0,0.0,0.0,-0.001764194684293611,0,0,
702.2162752999064,0.0,0.0,0.0,-0.0017642042346150974,0,0,
704.8561861093045,0.0,0.0,0.0,-0.0017642281578591375,0,0,
707.4960969187027,0.0,0.0,0.0,-0.001764238624940666,0,0,
710.1360077281008,0.0,0.0,0.0,-0.0017642456174906942,0,0,
712.775918537499,0.0,0.0,0.0,-0.0017642607269245175,0,0,
715.4158293468971,0.0,0.0,0.0,-0.0017642766412940896,0,0,
718.0557401562953,0.0,0.0,0.0,-0.001764295353375535,0,0,
720.6956509656934,0.0,0.0,0.0,-0.0017643202079360104,0,0,
723.3355617750916,0.0,0.0,0.0,-0.00176435301051844,0,0,
725.9754725844897,0.0,0.0,0.0,-0.0017643987613390351,0,0,
728.6153833938879,0.0,0.0,0.0,-0.0017644674634815834,0,0,
